#;301;301;301;301;301;301;301;301;301;301;301;301;508;508;508;508;508;508;508;508;508;508;508;508;542;542;542;542;542;542;542;542;542;542;542;542;319;319;319;319;319;319;319;319;319;319;319;319;515;515;515;515;515;515;515;515;515;515;515;515
;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv
0;2017-03-24 05:17:15;0.0804;0.0119;44.7015;95;DESCENDING;S2B;0.6419;0.2263;11.0174;0.2939;0.1486;2017-03-24 05:17:15;0.1078;0.0116;44.7015;95;DESCENDING;S2B;0.5529;0.2084;12.4027;0.2338;0.1077;2017-03-24 05:17:15;0.0762;0.0096;44.7015;95;DESCENDING;S2B;0.4054;0.2668;8.7535;0.0282;0.1265;2017-03-24 05:17:15;0.0375;0.0086;44.7015;95;DESCENDING;S2B;;;;;0.2278;2017-03-24 05:17:15;0.0468;0.0097;44.7015;95;DESCENDING;S2B;;;;;0.2077
1;2017-03-25 17:06:21;0.0857;0.0160;42.4836;117;ASCENDING;S2B;0.8056;0.2227;11.1423;0.3124;0.1868;2017-03-25 17:06:21;0.0677;0.0143;42.4836;117;ASCENDING;S2B;0.6689;0.2016;12.9028;0.3106;0.2108;2017-03-25 17:06:21;0.1161;0.0078;42.4836;117;ASCENDING;S2B;0.4871;0.2522;9.3785;0.1265;0.0674;2017-03-25 17:06:21;0.0895;0.0124;42.4836;117;ASCENDING;S2B;;;;;0.1390;2017-03-25 17:06:21;0.0577;0.0113;42.4836;117;ASCENDING;S2B;;;;;0.1956
2;2017-03-26 16:58:53;0.0862;0.0138;33.3043;44;ASCENDING;S1A;0.9102;0.2179;11.2222;0.3242;0.1604;2017-03-26 16:58:53;0.1388;0.0200;33.3043;44;ASCENDING;S1A;0.7429;0.2006;13.2222;0.3597;0.1443;2017-03-26 16:58:53;0.1429;0.0090;33.3043;44;ASCENDING;S1A;0.5394;0.2489;9.7778;0.1894;0.0630;2017-03-26 16:58:53;0.0993;0.0209;33.3043;44;ASCENDING;S1A;;;;;0.2108;2017-03-26 16:58:53;0.0844;0.0147;33.3043;44;ASCENDING;S1A;;;;;0.1741
3;2017-03-29 05:25:29;0.0984;0.0200;35.9956;168;DESCENDING;S2B;1.1552;0.2050;13.6493;0.4125;0.2032;2017-03-29 05:25:29;0.0782;0.0162;35.9956;168;DESCENDING;S2B;0.9478;0.2005;15.1771;0.4438;0.2076;2017-03-29 05:25:29;0.0667;0.0072;35.9956;168;DESCENDING;S2B;0.6172;0.2432;10.7864;0.2664;0.1082;2017-03-29 05:25:29;0.1119;0.0135;35.9956;168;DESCENDING;S2B;;;;;0.1210;2017-03-29 05:25:29;0.0733;0.0163;35.9956;168;DESCENDING;S2B;;;;;0.2226
4;2017-03-30 05:18:04;0.0597;0.0160;44.6988;95;DESCENDING;S1A;1.2375;0.2010;15.5660;0.4719;0.2678;2017-03-30 05:18:04;0.0565;0.0120;44.6988;95;DESCENDING;S1A;1.0321;0.2009;16.4271;0.4569;0.2124;2017-03-30 05:18:04;0.0501;0.0044;44.6988;95;DESCENDING;S1A;0.6214;0.2397;11.1614;0.2578;0.0873;2017-03-30 05:18:04;0.0688;0.0148;44.6988;95;DESCENDING;S1A;;;;;0.2156;2017-03-30 05:18:04;0.0367;0.0099;44.6988;95;DESCENDING;S1A;;;;;0.2711
5;2017-03-31 17:07:04;0.1165;0.0237;42.4865;117;ASCENDING;S1A;1.3610;0.1983;18.4410;0.5612;0.2037;2017-03-31 17:07:04;0.0625;0.0152;42.4865;117;ASCENDING;S1A;1.1585;0.1980;18.3021;0.4766;0.2429;2017-03-31 17:07:04;0.0635;0.0054;42.4865;117;ASCENDING;S1A;0.6277;0.2304;11.7239;0.2448;0.0857;2017-03-31 17:07:04;0.1331;0.0301;42.4865;117;ASCENDING;S1A;;;;;0.2262;2017-03-31 17:07:04;0.0636;0.0132;42.4865;117;ASCENDING;S1A;;;;;0.2077
6;2017-04-01 16:58:06;0.0960;0.0178;33.3110;44;ASCENDING;S2B;1.4399;0.1908;20.2778;0.6181;0.1856;2017-04-01 16:58:06;0.0987;0.0155;33.3110;44;ASCENDING;S2B;1.2393;0.1978;19.5000;0.4891;0.1565;2017-04-01 16:58:06;0.1296;0.0097;33.3110;44;ASCENDING;S2B;0.6317;0.2267;12.0833;0.2366;0.0749;2017-04-01 16:58:06;0.1641;0.0235;33.3110;44;ASCENDING;S2B;;;;;0.1430;2017-04-01 16:58:06;0.0770;0.0167;33.3110;44;ASCENDING;S2B;;;;;0.2165
7;2017-04-04 05:26:13;0.1149;0.0192;36.0023;168;DESCENDING;S1A;1.6492;0.1914;25.1493;0.7693;0.1673;2017-04-04 05:26:13;0.0864;0.0090;36.0023;168;DESCENDING;S1A;1.4535;0.2069;22.6771;0.5224;0.1037;2017-04-04 05:26:13;0.1068;0.0124;36.0023;168;DESCENDING;S1A;0.6424;0.2294;13.0364;0.2146;0.1158;2017-04-04 05:26:13;0.1161;0.0105;36.0023;168;DESCENDING;S1A;;;;;0.0901;2017-04-04 05:26:13;0.0609;0.0152;36.0023;168;DESCENDING;S1A;;;;;0.2503
8;2017-04-05 05:17:15;0.0872;0.0216;44.7018;95;DESCENDING;S2B;1.7441;0.1900;26.7084;0.8255;0.2471;2017-04-05 05:17:15;0.0606;0.0102;44.7018;95;DESCENDING;S2B;1.5537;0.2086;23.7223;0.5429;0.1689;2017-04-05 05:17:15;0.0713;0.0102;44.7018;95;DESCENDING;S2B;0.6477;0.2260;13.4166;0.2006;0.1431;2017-04-05 05:17:15;0.0719;0.0071;44.7018;95;DESCENDING;S2B;;;;;0.0983;2017-04-05 05:17:15;0.0566;0.0149;44.7018;95;DESCENDING;S2B;;;;;0.2631
9;2017-04-06 17:06:22;0.0795;0.0196;42.4903;117;ASCENDING;S2B;1.9579;0.1796;27.0084;0.8911;0.2463;2017-04-06 17:06:22;0.0464;0.0100;42.4903;117;ASCENDING;S2B;1.7947;0.2052;24.1222;0.6153;0.2159;2017-04-06 17:06:22;0.0535;0.0073;42.4903;117;ASCENDING;S2B;0.6621;0.2242;14.0166;0.1491;0.1354;2017-04-06 17:06:22;0.1423;0.0156;42.4903;117;ASCENDING;S2B;;;;;0.1099;2017-04-06 17:06:22;0.0358;0.0108;42.4903;117;ASCENDING;S2B;;;;;0.3008
10;2017-04-07 16:58:53;0.0729;0.0223;33.3124;44;ASCENDING;S1A;2.0945;0.1788;27.2000;0.9330;0.3054;2017-04-07 16:58:53;0.0569;0.0126;33.3124;44;ASCENDING;S1A;1.9487;0.2046;24.3778;0.6615;0.2212;2017-04-07 16:58:53;0.0840;0.0090;33.3124;44;ASCENDING;S1A;0.6712;0.2226;14.4000;0.1162;0.1076;2017-04-07 16:58:53;0.1514;0.0269;33.3124;44;ASCENDING;S1A;;;;;0.1778;2017-04-07 16:58:53;0.0394;0.0124;33.3124;44;ASCENDING;S1A;;;;;0.3140
11;2017-04-10 05:25:30;0.0714;0.0189;35.9963;168;DESCENDING;S2B;2.4384;0.1628;27.7425;1.0362;0.2645;2017-04-10 05:25:30;0.0524;0.0103;35.9963;168;DESCENDING;S2B;2.3373;0.2053;25.0126;0.7838;0.1974;2017-04-10 05:25:30;0.0565;0.0068;35.9963;168;DESCENDING;S2B;0.6985;0.2107;15.3964;0.0361;0.1211;2017-04-10 05:25:30;0.1351;0.0289;35.9963;168;DESCENDING;S2B;;;;;0.2141;2017-04-10 05:25:30;0.0420;0.0121;35.9963;168;DESCENDING;S2B;;;;;0.2873
12;2017-04-11 05:18:05;0.0655;0.0164;44.6972;95;DESCENDING;S1A;2.4931;0.1583;28.1061;1.0413;0.2496;2017-04-11 05:18:05;0.0314;0.0089;44.6972;95;DESCENDING;S1A;2.4033;0.2021;25.0732;0.8298;0.2840;2017-04-11 05:18:05;0.0345;0.0046;44.6972;95;DESCENDING;S1A;0.7222;0.2047;15.6995;0.0360;0.1330;2017-04-11 05:18:05;0.1074;0.0310;44.6972;95;DESCENDING;S1A;;;;;0.2889;2017-04-11 05:18:05;0.0309;0.0079;44.6972;95;DESCENDING;S1A;;;;;0.2561
13;2017-04-12 17:07:05;0.0677;0.0239;42.4873;117;ASCENDING;S1A;2.5752;0.1572;28.6515;1.0490;0.3535;2017-04-12 17:07:05;0.0482;0.0123;42.4873;117;ASCENDING;S1A;2.5022;0.2023;25.1641;0.8988;0.2544;2017-04-12 17:07:05;0.0492;0.0068;42.4873;117;ASCENDING;S1A;0.7578;0.2008;16.1540;0.0359;0.1371;2017-04-12 17:07:05;0.1475;0.0325;42.4873;117;ASCENDING;S1A;;;;;0.2206;2017-04-12 17:07:05;0.0570;0.0152;42.4873;117;ASCENDING;S1A;;;;;0.2668
14;2017-04-16 05:26:14;0.0507;0.0176;36.0004;168;DESCENDING;S1A;2.7667;0.1518;29.9243;1.0669;0.3466;2017-04-16 05:26:14;0.0324;0.0134;36.0004;168;DESCENDING;S1A;2.7330;0.2105;25.3763;1.0598;0.4142;2017-04-16 05:26:14;0.0339;0.0067;36.0004;168;DESCENDING;S1A;0.8407;0.1916;17.2147;0.0356;0.1974;2017-04-16 05:26:14;0.0872;0.0119;36.0004;168;DESCENDING;S1A;;;;;0.1361;2017-04-16 05:26:14;0.0474;0.0119;36.0004;168;DESCENDING;S1A;;;;;0.2510
15;2017-04-17 05:17:16;0.0666;0.0156;44.7011;95;DESCENDING;S2B;2.8214;0.1685;30.2879;1.0721;0.2346;2017-04-17 05:17:16;0.0272;0.0087;44.7011;95;DESCENDING;S2B;2.7989;0.2391;25.4369;1.1058;0.3195;2017-04-17 05:17:16;0.0729;0.0153;44.7011;95;DESCENDING;S2B;0.8644;0.2273;17.5177;0.0356;0.2092;2017-04-17 05:17:16;0.0716;0.0074;44.7011;95;DESCENDING;S2B;;;;;0.1034;2017-04-17 05:17:16;0.0551;0.0126;44.7011;95;DESCENDING;S2B;;;;;0.2280
16;2017-04-18 17:06:22;0.0815;0.0175;42.4921;117;ASCENDING;S2B;2.9034;0.2427;30.8334;1.0797;0.2148;2017-04-18 17:06:22;0.0338;0.0130;42.4921;117;ASCENDING;S2B;2.8978;0.2845;25.5278;1.1749;0.3860;2017-04-18 17:06:22;0.0968;0.0126;42.4921;117;ASCENDING;S2B;0.8999;0.2867;17.9722;0.0355;0.1302;2017-04-18 17:06:22;0.0990;0.0092;42.4921;117;ASCENDING;S2B;;;;;0.0933;2017-04-18 17:06:22;0.0945;0.0175;42.4921;117;ASCENDING;S2B;;;;;0.1856
17;2017-04-19 16:58:54;0.0626;0.0176;33.3156;44;ASCENDING;S1A;2.9559;0.2370;31.1819;1.0847;0.2811;2017-04-19 16:58:54;0.0443;0.0123;33.3156;44;ASCENDING;S1A;2.9610;0.2761;25.5859;1.2190;0.2771;2017-04-19 16:58:54;0.1526;0.0164;33.3156;44;ASCENDING;S1A;0.9226;0.2828;18.2627;0.0354;0.1074;2017-04-19 16:58:54;0.1432;0.0112;33.3156;44;ASCENDING;S1A;;;;;0.0783;2017-04-19 16:58:54;0.0632;0.0147;33.3156;44;ASCENDING;S1A;;;;;0.2321
18;2017-04-22 05:25:30;0.0403;0.0171;35.9968;168;DESCENDING;S2B;3.0726;0.2049;32.1061;1.1430;0.4239;2017-04-22 05:25:30;0.0283;0.0105;35.9968;168;DESCENDING;S2B;3.1103;0.2379;26.0329;1.3589;0.3713;2017-04-22 05:25:30;0.0756;0.0120;35.9968;168;DESCENDING;S2B;1.0151;0.2476;19.4356;0.0721;0.1589;2017-04-22 05:25:30;0.0938;0.0069;35.9968;168;DESCENDING;S2B;;;;;0.0732;2017-04-22 05:25:30;0.0315;0.0110;35.9968;168;DESCENDING;S2B;;;;;0.3505
19;2017-04-23 05:18:05;0.0611;0.0140;44.6985;95;DESCENDING;S1A;3.1089;0.2199;32.4697;1.1857;0.2287;2017-04-23 05:18:05;0.0289;0.0087;44.6985;95;DESCENDING;S1A;3.1611;0.2414;26.3359;1.4239;0.3002;2017-04-23 05:18:05;0.0571;0.0127;44.6985;95;DESCENDING;S1A;1.0654;0.2548;20.0720;0.1026;0.2224;2017-04-23 05:18:05;0.0675;0.0058;44.6985;95;DESCENDING;S1A;;;;;0.0866;2017-04-23 05:18:05;0.0244;0.0064;44.6985;95;DESCENDING;S1A;;;;;0.2627
20;2017-04-24 17:07:05;0.0694;0.0187;42.4841;117;ASCENDING;S1A;3.1632;0.1992;33.0152;1.2497;0.2695;2017-04-24 17:07:05;0.0317;0.0091;42.4841;117;ASCENDING;S1A;3.2373;0.2269;26.7904;1.5214;0.2874;2017-04-24 17:07:05;0.0550;0.0068;42.4841;117;ASCENDING;S1A;1.1410;0.2317;21.0265;0.1482;0.1241;2017-04-24 17:07:05;0.0760;0.0083;42.4841;117;ASCENDING;S1A;;;;;0.1086;2017-04-24 17:07:05;0.0651;0.0121;42.4841;117;ASCENDING;S1A;;;;;0.1857
21;2017-04-25 16:58:07;0.1030;0.0255;33.3049;44;ASCENDING;S2B;3.1980;0.2318;33.3637;1.2906;0.2474;2017-04-25 16:58:07;0.0487;0.0141;33.3049;44;ASCENDING;S2B;3.2860;0.2340;27.0808;1.5838;0.2887;2017-04-25 16:58:07;0.1448;0.0254;33.3049;44;ASCENDING;S2B;1.1893;0.2448;21.6364;0.1774;0.1754;2017-04-25 16:58:07;0.1258;0.0185;33.3049;44;ASCENDING;S2B;;;;;0.1472;2017-04-25 16:58:07;0.1163;0.0325;33.3049;44;ASCENDING;S2B;;;;;0.2794
22;2017-04-28 05:26:14;0.0940;0.0210;35.9984;168;DESCENDING;S1A;3.2901;0.2756;34.2879;1.3990;0.2230;2017-04-28 05:26:14;0.0647;0.0165;35.9984;168;DESCENDING;S1A;3.4151;0.3256;27.8510;1.7490;0.2550;2017-04-28 05:26:14;0.0855;0.0226;35.9984;168;DESCENDING;S1A;1.3173;0.3318;23.2538;0.2548;0.2644;2017-04-28 05:26:14;0.0656;0.0102;35.9984;168;DESCENDING;S1A;;;;;0.1547;2017-04-28 05:26:14;0.0363;0.0113;35.9984;168;DESCENDING;S1A;;;;;0.3101
23;2017-04-29 05:17:16;0.0620;0.0140;44.6961;95;DESCENDING;S2B;3.3264;0.2584;34.6515;1.4416;0.2258;2017-04-29 05:17:16;0.0244;0.0109;44.6961;95;DESCENDING;S2B;3.4660;0.3116;28.1540;1.8141;0.4473;2017-04-29 05:17:16;0.0808;0.0200;44.6961;95;DESCENDING;S2B;1.3677;0.3187;23.8902;0.2853;0.2475;2017-04-29 05:17:16;0.0656;0.0118;44.6961;95;DESCENDING;S2B;;;;;0.1802;2017-04-29 05:17:16;0.0302;0.0083;44.6961;95;DESCENDING;S2B;;;;;0.2767
24;2017-04-30 17:06:23;0.0584;0.0134;42.4880;117;ASCENDING;S2B;3.3808;0.2313;35.1970;1.5056;0.2293;2017-04-30 17:06:23;0.0251;0.0124;42.4880;117;ASCENDING;S2B;3.5422;0.2750;28.6086;1.9116;0.4948;2017-04-30 17:06:23;0.0750;0.0139;42.4880;117;ASCENDING;S2B;1.4432;0.2832;24.8447;0.3310;0.1858;2017-04-30 17:06:23;0.0606;0.0106;42.4880;117;ASCENDING;S2B;;;;;0.1754;2017-04-30 17:06:23;0.0557;0.0236;42.4880;117;ASCENDING;S2B;;;;;0.4232
25;2017-05-01 16:58:54;0.0640;0.0163;33.3116;44;ASCENDING;S1A;3.4155;0.2211;35.5455;1.5465;0.2548;2017-05-01 16:58:54;0.0299;0.0135;33.3116;44;ASCENDING;S1A;3.5909;0.2715;28.8990;1.9739;0.4529;2017-05-01 16:58:54;0.0997;0.0299;33.3116;44;ASCENDING;S1A;1.4915;0.2768;25.4546;0.3601;0.3000;2017-05-01 16:58:54;0.1102;0.0166;33.3116;44;ASCENDING;S1A;;;;;0.1506;2017-05-01 16:58:54;0.0872;0.0410;33.3116;44;ASCENDING;S1A;;;;;0.4697
26;2017-05-04 05:25:31;0.0428;0.0111;35.9996;168;DESCENDING;S2B;3.4824;0.2396;35.6667;1.8327;0.2587;2017-05-04 05:25:31;0.0214;0.0106;35.9996;168;DESCENDING;S2B;3.7271;0.2779;29.0000;2.1966;0.4963;2017-05-04 05:25:31;0.1054;0.0205;35.9996;168;DESCENDING;S2B;1.7210;0.2917;25.6667;0.5491;0.1945;2017-05-04 05:25:31;0.0839;0.0064;35.9996;168;DESCENDING;S2B;;;;;0.0758;2017-05-04 05:25:31;0.0520;0.0116;35.9996;168;DESCENDING;S2B;;;;;0.2230
27;2017-05-05 05:18:06;0.0468;0.0150;44.6989;95;DESCENDING;S1A;3.5072;0.2547;35.6667;1.9559;0.3201;2017-05-05 05:18:06;0.0234;0.0068;44.6989;95;DESCENDING;S1A;3.7811;0.2749;29.0000;2.2876;0.2899;2017-05-05 05:18:06;0.0701;0.0252;44.6989;95;DESCENDING;S1A;1.8173;0.3028;25.6667;0.6301;0.3593;2017-05-05 05:18:06;0.0884;0.0067;44.6989;95;DESCENDING;S1A;;;;;0.0759;2017-05-05 05:18:06;0.0465;0.0094;44.6989;95;DESCENDING;S1A;;;;;0.2020
28;2017-05-06 17:07:06;0.0375;0.0115;42.4915;117;ASCENDING;S1A;3.5445;0.2353;35.6667;2.1406;0.3068;2017-05-06 17:07:06;0.0244;0.0080;42.4915;117;ASCENDING;S1A;3.8621;0.2611;29.0000;2.4241;0.3286;2017-05-06 17:07:06;0.0777;0.0171;42.4915;117;ASCENDING;S1A;1.9618;0.2822;25.6667;0.7516;0.2207;2017-05-06 17:07:06;0.0667;0.0067;42.4915;117;ASCENDING;S1A;;;;;0.0998;2017-05-06 17:07:06;0.0872;0.0135;42.4915;117;ASCENDING;S1A;;;;;0.1550
29;2017-05-07 16:58:08;0.0511;0.0158;33.3117;44;ASCENDING;S2B;3.5683;0.2480;35.6667;2.2587;0.3087;2017-05-07 16:58:08;0.0394;0.0108;33.3117;44;ASCENDING;S2B;3.9139;0.2750;29.0000;2.5113;0.2733;2017-05-07 16:58:08;0.1013;0.0265;33.3117;44;ASCENDING;S2B;2.0541;0.3000;25.6667;0.8292;0.2621;2017-05-07 16:58:08;0.1186;0.0103;33.3117;44;ASCENDING;S2B;;;;;0.0865;2017-05-07 16:58:08;0.1042;0.0194;33.3117;44;ASCENDING;S2B;;;;;0.1861
30;2017-05-10 05:26:15;0.0303;0.0124;35.9940;168;DESCENDING;S1A;3.6285;0.2530;36.5232;2.5753;0.4095;2017-05-10 05:26:15;0.0236;0.0093;35.9940;168;DESCENDING;S1A;4.1244;0.2912;29.7986;2.7422;0.3926;2017-05-10 05:26:15;0.0750;0.0180;35.9940;168;DESCENDING;S1A;2.3069;0.3046;26.4074;1.0454;0.2402;2017-05-10 05:26:15;0.0830;0.0062;35.9940;168;DESCENDING;S1A;;;;;0.0750;2017-05-10 05:26:15;0.0740;0.0203;35.9940;168;DESCENDING;S1A;;;;;0.2741
31;2017-05-11 05:17:16;0.0495;0.0107;44.6952;95;DESCENDING;S2B;3.6393;0.2381;40.6343;2.7153;0.2171;2017-05-11 05:17:16;0.0183;0.0047;44.6952;95;DESCENDING;S2B;4.4639;0.2764;33.6319;2.8310;0.2597;2017-05-11 05:17:16;0.0592;0.0187;44.6952;95;DESCENDING;S2B;2.4412;0.2903;29.9630;1.1759;0.3156;2017-05-11 05:17:16;0.0567;0.0057;44.6952;95;DESCENDING;S2B;;;;;0.1009;2017-05-11 05:17:16;0.0400;0.0135;44.6952;95;DESCENDING;S2B;;;;;0.3387
32;2017-05-12 17:06:23;0.0222;0.0099;42.4860;117;ASCENDING;S2B;3.6555;0.2127;46.8009;2.9253;0.4471;2017-05-12 17:06:23;0.0186;0.0068;42.4860;117;ASCENDING;S2B;4.5972;0.2572;39.3819;2.9643;0.3661;2017-05-12 17:06:23;0.0611;0.0184;42.4860;117;ASCENDING;S2B;2.6427;0.2624;35.2963;1.3716;0.3010;2017-05-12 17:06:23;0.0856;0.0086;42.4860;117;ASCENDING;S2B;;;;;0.1007;2017-05-12 17:06:23;0.0863;0.0191;42.4860;117;ASCENDING;S2B;;;;;0.2209
33;2017-05-13 16:58:55;0.0206;0.0116;33.3103;44;ASCENDING;S1A;3.6659;0.2068;50.7407;3.0594;0.5619;2017-05-13 16:58:55;0.0183;0.0070;33.3103;44;ASCENDING;S1A;4.6824;0.2636;43.0556;3.0494;0.3824;2017-05-13 16:58:55;0.0760;0.0134;33.3103;44;ASCENDING;S1A;2.7715;0.2565;38.7037;1.4966;0.1770;2017-05-13 16:58:55;0.0878;0.0116;33.3103;44;ASCENDING;S1A;;;;;0.1318;2017-05-13 16:58:55;0.1066;0.0145;33.3103;44;ASCENDING;S1A;;;;;0.1363
34;2017-05-16 05:25:36;0.0436;0.0122;35.9996;168;DESCENDING;S2B;3.6912;0.2365;60.8055;3.3868;0.2795;2017-05-16 05:25:36;0.0213;0.0085;35.9996;168;DESCENDING;S2B;4.8992;0.2955;52.2708;3.2619;0.3962;2017-05-16 05:25:36;0.0745;0.0231;35.9996;168;DESCENDING;S2B;3.0987;0.2851;47.3333;1.8156;0.3106;2017-05-16 05:25:36;0.0977;0.0116;35.9996;168;DESCENDING;S2B;;;;;0.1184;2017-05-16 05:25:36;0.2038;0.0265;35.9996;168;DESCENDING;S2B;;;;;0.1302
35;2017-05-17 05:18:06;0.0253;0.0096;44.6994;95;DESCENDING;S1A;3.6914;0.2143;63.0722;3.3903;0.3800;2017-05-17 05:18:06;0.0178;0.0049;44.6994;95;DESCENDING;S1A;4.9448;0.2753;53.5708;3.2867;0.2735;2017-05-17 05:18:06;0.0615;0.0162;44.6994;95;DESCENDING;S1A;3.1649;0.2555;48.9333;1.8855;0.2633;2017-05-17 05:18:06;0.0639;0.0080;44.6994;95;DESCENDING;S1A;;;;;0.1255;2017-05-17 05:18:06;0.0625;0.0060;44.6994;95;DESCENDING;S1A;;;;;0.0954
36;2017-05-18 17:07:07;0.0193;0.0078;42.4908;117;ASCENDING;S1A;3.6916;0.1892;66.4722;3.3954;0.4055;2017-05-18 17:07:07;0.0109;0.0045;42.4908;117;ASCENDING;S1A;5.0131;0.2502;55.5208;3.3239;0.4105;2017-05-18 17:07:07;0.0327;0.0177;42.4908;117;ASCENDING;S1A;3.2642;0.2116;51.3333;1.9902;0.5409;2017-05-18 17:07:07;0.1063;0.0159;42.4908;117;ASCENDING;S1A;;;;;0.1494;2017-05-18 17:07:07;0.0636;0.0054;42.4908;117;ASCENDING;S1A;;;;;0.0844
37;2017-05-19 16:58:09;0.0212;0.0081;33.3133;44;ASCENDING;S2B;3.6917;0.1851;68.6444;3.3987;0.3814;2017-05-19 16:58:09;0.0128;0.0062;33.3133;44;ASCENDING;S2B;5.0568;0.2505;56.7667;3.3477;0.4859;2017-05-19 16:58:09;0.0528;0.0190;33.3133;44;ASCENDING;S2B;3.3276;0.2037;52.8667;2.0571;0.3591;2017-05-19 16:58:09;0.1112;0.0111;33.3133;44;ASCENDING;S2B;;;;;0.0997;2017-05-19 16:58:09;0.2678;0.0052;33.3133;44;ASCENDING;S2B;;;;;0.0193
38;2017-05-22 05:26:16;0.0158;0.0048;35.9973;168;DESCENDING;S1A;3.6921;0.1745;74.4055;3.4075;0.3041;2017-05-22 05:26:16;0.0131;0.0078;35.9973;168;DESCENDING;S1A;5.1726;0.2608;60.0708;3.4107;0.5948;2017-05-22 05:26:16;0.0565;0.0152;35.9973;168;DESCENDING;S1A;3.4959;0.1925;56.9333;2.2345;0.2686;2017-05-22 05:26:16;0.0992;0.0133;35.9973;168;DESCENDING;S1A;;;;;0.1346;2017-05-22 05:26:16;0.0222;0.0057;35.9973;168;DESCENDING;S1A;;;;;0.2563
